donation_id,donor_id,donation_amount,donation_date,campaign_type,payment_method
T11284,D0065,89.04,2023-05-15,Animal Welfare,Credit Card
T10144,D0249,77.05,2023-01-30,Environment,Debit Card
T11335,D0278,220.15,2024-12-14,Environment,Credit Card
T10879,D0091,60.2,2023-01-02,Animal Welfare,Net Banking
T11784,D0126,225.38,2023-01-30,Education,Debit Card
T10601,D0030,75.31,2024-07-29,Environment,Net Banking
T11769,D0146,110.33,2023-12-20,Disaster Relief,Debit Card
T11921,D0153,10.64,2023-08-04,Health,Net Banking
T11471,D0007,278.23,2024-04-14,,Net Banking
T10948,D0177,424.12,2023-06-17,Disaster Relief,UPI
T10444,D0065,345.12,2023-03-10,Health,Debit Card
T10067,D0030,334.1,2024-08-16,Animal Welfare,UPI
T10758,D0120,458.66,2024-03-15,Education,UPI
T11388,D0068,710.12,2023-12-11,Education,Net Banking
T10670,D0129,48.08,2023-09-10,Environment,Credit Card
T11919,D0227,116.42,2024-02-02,Education,Net Banking
T11732,D0232,159.75,2024-09-27,Disaster Relief,UPI
T10200,D0042,215.46,2023-06-10,Health,Credit Card
T10321,D0285,260.77,2023-03-03,Animal Welfare,Debit Card
T10153,D0115,144.45,2024-10-27,Education,UPI
T11955,D0182,550.95,2024-09-12,Animal Welfare,UPI
T10841,D0067,227.85,2023-07-22,Environment,Debit Card
T10177,D0230,107.79,2023-01-18,Education,Debit Card
T11652,D0013,71.06,2024-08-30,Health,Net Banking
T11055,D0101,96.38,2023-07-12,Education,Net Banking
T11946,D0145,126.03,2024-11-24,Health,Net Banking
T11365,D0124,38.21,2024-07-30,Animal Welfare,Credit Card
T10275,D0085,149.24,2023-09-21,Environment,Debit Card
T11123,D0022,341.64,2023-01-06,Animal Welfare,Net Banking
T10628,D0031,17.47,2024-09-24,Animal Welfare,Net Banking
T11323,D0121,59.49,2024-10-10,Environment,Debit Card
T11736,D0076,129.49,2024-05-23,Health,Credit Card
T11514,D0122,53.58,2024-01-16,Environment,Debit Card
T10146,D0274,198.1,2023-01-28,Environment,UPI
T10113,D0210,340.18,2023-12-01,Environment,Debit Card
T10324,D0181,629.62,2023-04-17,Animal Welfare,Credit Card
T11278,D0108,40.75,2023-06-20,Environment,UPI
T10329,D0137,66.93,2023-01-30,Health,Debit Card
T11027,D0292,382.29,2024-11-25,Environment,Credit Card
T11347,D0104,102.74,2023-04-20,Environment,Credit Card
T11632,D0036,228.67,2024-05-18,Health,Net Banking
T11761,D0158,382.04,2023-01-26,Environment,
T11370,D0154,720.84,2023-08-16,Health,Debit Card
T10305,D0263,754.71,2024-08-30,Education,Net Banking
T10431,D0170,296.69,2023-10-07,Education,Debit Card
T10583,D0012,89.72,2023-11-02,Environment,Net Banking
T11087,D0285,46.55,2023-09-28,Health,Credit Card
T10000,D0058,103.85,2023-01-26,Disaster Relief,Credit Card
T11801,D0258,277.51,2023-08-15,Health,UPI
T10911,D0078,72.41,2024-12-14,Education,UPI
T11145,D0109,431.78,2023-02-07,Animal Welfare,Debit Card
T10543,D0090,232.77,2024-03-03,Health,UPI
T11093,D0095,153.77,2024-06-17,Education,Credit Card
T10349,D0236,206.62,2023-03-21,Disaster Relief,Net Banking
T11448,D0208,588.69,2023-02-12,Animal Welfare,Net Banking
T11809,D0067,30.72,2023-03-22,Environment,UPI
T11894,D0212,171.97,2023-10-01,Disaster Relief,Credit Card
T10277,D0073,219.94,2023-08-20,Environment,Debit Card
T10861,D0137,130.77,2024-06-30,Education,Credit Card
T10585,D0236,64.93,2023-12-21,Health,Debit Card
T10042,D0136,17.0,2024-06-24,Animal Welfare,Net Banking
T11520,D0168,22.43,2023-05-27,Education,Credit Card
T10457,D0154,136.47,2023-06-11,Health,Debit Card
T10459,D0072,35.3,2023-08-31,Environment,UPI
T10214,D0138,259.08,2024-08-13,Education,Credit Card
T10981,D0074,304.73,2023-11-20,Health,UPI
T10264,D0155,429.72,2023-07-23,Environment,Net Banking
T11156,D0233,44.54,2023-02-17,Education,Debit Card
T11767,D0185,139.26,2024-02-12,Health,Net Banking
T11373,D0080,145.56,2023-05-22,Disaster Relief,Debit Card
T10053,D0049,460.43,2023-04-10,Environment,Debit Card
T11544,D0167,668.97,2024-04-09,Environment,UPI
T10131,D0281,60.23,2024-04-01,Health,Net Banking
T11113,D0208,163.99,2024-03-19,Disaster Relief,UPI
T11526,D0296,77.06,2023-11-16,Health,Debit Card
T11579,D0044,168.24,2023-05-21,Environment,Net Banking
T11647,D0149,359.82,2024-10-25,Health,Credit Card
T11932,D0211,174.5,2023-11-24,Environment,Net Banking
T11998,D0021,21.75,2024-06-09,Disaster Relief,Net Banking
T10970,D0286,227.93,2023-07-05,Disaster Relief,UPI
T11951,D0166,59.85,2024-12-10,Environment,Credit Card
T10478,D0255,706.72,2024-10-04,Animal Welfare,Debit Card
T10541,D0165,196.37,2023-10-20,Education,UPI
T10709,D0251,238.83,2024-06-24,Disaster Relief,Net Banking
T11710,D0218,42.98,2024-06-27,Environment,Net Banking
T10945,D0064,12.21,2024-11-28,Education,Credit Card
T11427,D0219,616.53,2023-11-16,Animal Welfare,Debit Card
T11687,D0129,143.52,2023-12-09,Animal Welfare,Net Banking
T10916,D0018,79.76,2024-05-29,Animal Welfare,Credit Card
T11286,D0244,28.39,2024-04-23,Animal Welfare,Debit Card
T10521,D0071,105.89,2024-06-15,Health,Debit Card
T11591,D0028,957.88,2023-12-18,Animal Welfare,UPI
T11584,D0122,891.03,2024-12-30,Animal Welfare,Debit Card
T11964,D0185,179.67,2024-03-16,Disaster Relief,Debit Card
T11043,D0256,206.64,2024-04-02,Disaster Relief,UPI
T11991,D0146,44.61,2024-10-24,Health,UPI
T10991,D0067,247.29,2023-04-16,Environment,Debit Card
T11462,D0084,32.54,2023-05-07,Education,UPI
T10618,D0152,338.19,2023-06-06,Health,Debit Card
T11559,D0056,470.56,2024-12-02,Animal Welfare,Net Banking
T10734,D0085,98.89,2024-09-22,Health,Credit Card
T11091,D0155,219.76,2024-05-17,Animal Welfare,Debit Card
T10782,D0038,68.02,2023-01-18,Animal Welfare,UPI
T10591,D0029,214.82,2023-05-24,Animal Welfare,Debit Card
T10332,D0036,12.9,2023-05-26,Education,UPI
T10316,D0174,115.17,2024-04-09,Environment,Net Banking
T11300,D0113,16.42,2023-09-27,Education,Net Banking
T11589,D0239,262.88,2024-06-13,Education,UPI
T11923,D0141,97.85,2023-03-24,Environment,Net Banking
T11440,D0041,710.73,2024-12-05,Environment,Credit Card
T11790,D0075,42.54,2023-11-24,Environment,Credit Card
T10545,D0020,98.68,2023-01-10,Disaster Relief,UPI
T11128,D0059,103.26,2023-07-05,Animal Welfare,UPI
T10187,D0274,172.03,2023-05-10,Disaster Relief,UPI
T11624,D0063,48.55,2024-12-26,Education,UPI
T10276,D0174,330.19,2023-04-28,Environment,UPI
T11400,D0075,46.55,2024-03-27,Education,Credit Card
T11875,D0052,166.28,2024-12-08,Health,Debit Card
T11381,D0006,109.21,2024-10-11,Environment,UPI
T11329,D0031,147.91,2023-03-03,Disaster Relief,Credit Card
T10741,D0075,81.73,2024-12-29,Disaster Relief,Credit Card
T10103,D0143,152.09,2023-12-26,Animal Welfare,Net Banking
T10818,D0001,21.26,2024-11-04,Environment,Debit Card
T11988,D0048,124.84,2024-02-13,Disaster Relief,Credit Card
T11125,D0108,170.08,2023-12-19,Health,Net Banking
T10445,D0186,598.43,2024-01-28,Animal Welfare,UPI
T11051,D0114,160.55,2023-01-03,Disaster Relief,Debit Card
T10756,D0185,203.56,2023-09-14,Education,Debit Card
T11634,D0074,533.95,2024-07-07,Environment,Credit Card
T10013,D0024,57.74,2024-11-08,,Debit Card
T10168,D0138,18.33,2023-11-27,Health,UPI
T11188,D0295,81.61,2023-04-11,Environment,Credit Card
T11475,D0004,230.28,2023-09-08,Animal Welfare,Debit Card
T11084,D0100,589.11,2023-10-29,Environment,Credit Card
T11375,D0154,419.2,2023-04-05,Animal Welfare,Net Banking
T10892,D0151,364.65,2023-01-21,Disaster Relief,Debit Card
T10059,D0039,88.71,2024-03-29,Animal Welfare,UPI
T11664,D0113,979.65,2023-03-06,Health,Net Banking
T10986,D0220,243.21,2024-02-18,Environment,Net Banking
T11495,D0100,230.65,2023-01-02,Education,UPI
T11785,D0253,460.98,2023-03-10,Animal Welfare,Debit Card
T10567,D0281,125.06,2024-06-01,Health,Credit Card
T10552,D0264,170.55,2023-12-02,Education,Net Banking
T10201,D0283,27.58,2023-03-18,Health,
T10917,D0062,603.05,2024-04-04,Health,Credit Card
T11366,D0193,261.63,2024-07-17,Disaster Relief,Debit Card
T11345,D0057,120.85,2023-04-09,Animal Welfare,UPI
T10392,D0225,103.05,2023-02-14,Environment,Debit Card
T10596,D0285,230.26,2024-05-22,Education,Debit Card
T11847,D0256,54.0,2024-11-25,Education,Credit Card
T10832,D0107,40.36,2024-04-07,Disaster Relief,Net Banking
T11834,D0244,344.02,2024-11-26,Disaster Relief,Credit Card
T11016,D0152,49.83,2023-09-28,Environment,UPI
T10539,D0003,37.66,2024-07-17,Health,Net Banking
T10544,D0204,202.53,2024-05-22,Health,Debit Card
T11972,D0183,73.79,2024-12-27,Animal Welfare,Net Banking
T10764,D0053,16.82,2023-04-16,Disaster Relief,Debit Card
T10643,D0279,89.35,2024-07-31,Education,Credit Card
T10036,D0079,82.66,2024-01-18,Health,UPI
T10919,D0217,40.19,2023-03-22,Environment,Credit Card
T11253,D0108,36.75,2024-03-05,Disaster Relief,Debit Card
T10504,D0257,240.87,2023-02-11,Education,UPI
T11207,D0046,128.08,2023-03-07,Disaster Relief,Credit Card
T11906,D0293,644.37,2024-05-27,Education,Debit Card
T11332,D0225,61.87,2023-07-17,Education,Net Banking
T10672,D0004,26.73,2024-02-10,Disaster Relief,Net Banking
T10380,D0130,35.15,2024-11-03,Animal Welfare,Credit Card
T10956,D0236,156.34,2023-09-16,Health,Net Banking
T11595,D0156,182.73,2024-07-31,Disaster Relief,UPI
T11903,D0043,17.19,2023-11-18,Animal Welfare,Debit Card
T11274,D0137,140.98,2024-09-11,Environment,Debit Card
T11605,D0254,156.4,2024-02-27,Environment,Credit Card
T11696,D0233,15.23,2023-07-02,Environment,Debit Card
T10486,D0137,19.3,2024-04-05,Health,Credit Card
T11879,D0148,176.49,2023-09-29,Education,Debit Card
T10896,D0016,79.39,2024-03-17,Health,Net Banking
T11421,D0155,151.54,2023-08-30,Animal Welfare,Debit Card
T10452,D0229,120.41,2023-08-08,Animal Welfare,Debit Card
T10463,D0270,185.11,2024-02-25,Environment,UPI
T11601,D0090,88.13,2024-08-28,Health,Net Banking
T11240,D0162,415.94,2024-05-19,Animal Welfare,Debit Card
T10637,D0048,65.54,2024-02-20,Environment,Net Banking
T11071,D0299,63.21,2024-08-07,Environment,Debit Card
T10722,D0210,23.76,2024-12-02,Environment,
T10645,D0204,452.42,2023-03-20,Disaster Relief,Credit Card
T10298,D0120,205.04,2023-12-03,Health,UPI
T11596,D0243,74.09,2024-08-15,Health,UPI
T11154,D0190,202.79,2023-08-28,Education,Credit Card
T10145,D0208,17.52,2023-06-19,Environment,Credit Card
T10149,D0195,75.33,2023-12-02,Health,Net Banking
T11844,D0233,583.21,2023-04-21,Education,Debit Card
T11952,D0197,192.37,2024-12-26,Environment,Debit Card
T10556,D0169,38.78,2023-11-06,Animal Welfare,UPI
T10167,D0276,51.29,2024-05-10,Environment,Net Banking
T11249,D0167,201.76,2024-01-06,Animal Welfare,Debit Card
T10978,D0196,147.18,2024-06-26,Disaster Relief,Net Banking
T11319,D0243,22.45,2024-02-03,Disaster Relief,Debit Card
T11504,D0246,105.67,2024-04-30,Education,Credit Card
T10109,D0023,26.02,2024-12-26,Environment,UPI
T10801,D0081,43.1,2023-09-19,Education,UPI
T10090,D0058,35.47,2023-03-19,Health,UPI
T11668,D0172,34.74,2023-03-06,Education,Debit Card
T11693,D0122,41.65,2024-02-27,,Net Banking
T10742,D0202,285.36,2024-05-16,Health,Debit Card
T11180,D0068,669.32,2023-04-22,Education,Credit Card
T10669,D0154,77.12,2024-05-10,Education,Debit Card
T11528,D0273,334.94,2023-11-23,Environment,UPI
T10105,D0134,67.35,2023-07-02,Animal Welfare,Debit Card
T11496,D0239,203.25,2024-10-02,Education,Credit Card
T11626,D0057,54.86,2024-12-13,Health,Debit Card
T11627,D0151,163.5,2024-04-23,Education,Net Banking
T10025,D0300,317.59,2024-03-14,Animal Welfare,Net Banking
T10425,D0238,169.49,2024-12-13,,Credit Card
T10799,D0234,521.49,2024-06-07,Disaster Relief,UPI
T10553,D0049,174.62,2023-07-09,Health,Net Banking
T10430,D0098,40.86,2023-10-20,Disaster Relief,UPI
T11219,D0178,73.84,2023-10-11,Health,Credit Card
T10909,D0023,105.51,2023-09-27,Environment,Net Banking
T11877,D0154,152.0,2024-01-08,Environment,Credit Card
T11531,D0106,198.49,2024-07-09,Disaster Relief,Debit Card
T10041,D0066,146.71,2024-11-06,Environment,Credit Card
T11292,D0212,177.65,2023-09-24,Health,Debit Card
T10946,D0191,39.44,2024-05-15,Animal Welfare,Net Banking
T10586,D0097,25.78,2023-04-26,Education,Net Banking
T11866,D0177,18.83,2024-01-01,Environment,Debit Card
T11547,D0179,169.8,2024-09-10,Animal Welfare,Credit Card
T11351,D0007,182.87,2023-08-02,Environment,UPI
T10437,D0041,355.04,2023-12-02,Disaster Relief,Debit Card
T11582,D0197,190.52,2023-12-30,Health,Credit Card
T11628,D0142,30.33,2024-03-13,,Debit Card
T10955,D0141,106.62,2024-03-09,Environment,Debit Card
T10023,D0235,101.26,2023-05-27,,Credit Card
T10864,D0184,112.42,2024-08-28,Education,Debit Card
T11105,D0086,48.21,2024-07-04,Animal Welfare,UPI
T10789,D0201,598.56,2024-08-23,Education,Debit Card
T11393,D0288,156.7,2024-09-22,Animal Welfare,
T10087,D0142,212.98,2023-02-15,Education,Debit Card
T11291,D0046,38.48,2024-03-28,Disaster Relief,Debit Card
T10470,D0178,12.45,2024-06-15,Disaster Relief,UPI
T11171,D0069,804.63,2024-10-06,Animal Welfare,UPI
T10466,D0066,77.29,2024-07-18,Animal Welfare,Credit Card
T10768,D0078,93.73,2024-02-26,Animal Welfare,
T11515,D0111,11.52,2024-06-21,Disaster Relief,Credit Card
T10289,D0080,188.73,2024-02-29,Education,Net Banking
T11088,D0300,955.89,2023-09-19,Education,Debit Card
T11474,D0233,89.21,2024-02-24,Environment,UPI
T11533,D0088,73.66,2023-03-14,Disaster Relief,Debit Card
T10605,D0275,133.53,2023-07-15,Education,Debit Card
T11391,D0067,25.27,2023-05-19,Environment,Credit Card
T11066,D0263,64.57,2023-11-03,Animal Welfare,Debit Card
T10993,D0149,188.43,2024-04-11,Animal Welfare,Debit Card
T11979,D0049,378.95,2023-12-03,Education,Debit Card
T11694,D0113,101.63,2023-03-17,Environment,Net Banking
T10599,D0095,18.35,2024-07-04,Environment,Credit Card
T11409,D0131,415.4,2023-06-24,Education,Debit Card
T10910,D0135,188.46,2023-08-20,Disaster Relief,UPI
T10070,D0261,305.9,2023-03-24,Health,UPI
T11466,D0088,765.97,2023-12-10,Animal Welfare,Credit Card
T11080,D0025,318.68,2024-01-26,Environment,Net Banking
T11392,D0250,47.21,2024-02-09,Animal Welfare,Credit Card
T11476,D0286,339.89,2023-08-01,Education,Credit Card
T10627,D0112,285.25,2024-06-01,Environment,Debit Card
T10830,D0085,60.88,2024-04-05,Environment,Debit Card
T11294,D0177,332.48,2023-10-21,Environment,UPI
T10197,D0227,464.82,2023-11-01,Animal Welfare,Net Banking
T11480,D0214,350.57,2023-07-02,Health,Debit Card
T10810,D0036,847.83,2024-04-21,Disaster Relief,Debit Card
T11978,D0214,422.29,2023-03-20,Health,Net Banking
T10385,D0217,335.4,2024-06-04,Disaster Relief,UPI
T10699,D0012,141.22,2023-12-18,Education,Credit Card
T11616,D0051,1037.9,2023-09-19,Animal Welfare,Net Banking
T11733,D0097,121.05,2024-04-13,Education,UPI
T10183,D0062,429.67,2024-07-02,Health,Credit Card
T10313,D0233,667.48,2024-06-01,Animal Welfare,Net Banking
T11169,D0211,77.67,2023-01-23,Health,UPI
T11924,D0212,326.17,2023-12-07,Environment,UPI
T10550,D0008,156.86,2023-12-12,Disaster Relief,Credit Card
T11542,D0119,177.55,2023-08-18,Health,Debit Card
T11193,D0193,204.0,2024-11-01,Health,Debit Card
T10267,D0203,252.46,2023-10-09,Education,UPI
T10778,D0256,264.62,2024-10-15,Animal Welfare,UPI
T11740,D0011,361.52,2023-10-26,Health,UPI
T10547,D0069,232.69,2024-05-31,Environment,Debit Card
T11650,D0184,17.37,2024-05-13,Education,Net Banking
T11216,D0203,27.19,2024-02-20,Animal Welfare,Credit Card
T11129,D0282,70.15,2024-04-17,Animal Welfare,UPI
T10738,D0294,125.65,2023-10-01,Animal Welfare,UPI
T10965,D0014,97.91,2024-11-02,Environment,Debit Card
T10252,D0047,390.95,2024-03-20,Education,UPI
T11423,D0016,42.11,2024-07-22,Disaster Relief,Credit Card
T10175,D0044,48.32,2023-09-05,Environment,Net Banking
T10050,D0264,708.56,2023-09-01,,Net Banking
T10857,D0139,137.76,2023-07-04,Education,Debit Card
T11734,D0201,38.02,2023-07-03,Disaster Relief,UPI
T11148,D0069,390.2,2024-04-20,Animal Welfare,UPI
T10872,D0073,216.56,2023-04-24,Animal Welfare,Debit Card
T11746,D0248,13.88,2024-01-16,Disaster Relief,UPI
T10433,D0174,31.32,2023-07-11,Environment,Net Banking
T10389,D0052,338.84,2024-06-03,Animal Welfare,UPI
T11506,D0237,183.58,2024-02-28,Education,Debit Card
T10133,D0267,92.38,2024-05-11,Health,Debit Card
T11348,D0051,888.81,2023-02-02,Animal Welfare,Net Banking
T11719,D0037,64.67,2024-01-30,Disaster Relief,UPI
T10248,D0204,672.75,2024-10-27,Education,Debit Card
T11209,D0197,1180.31,2024-02-15,Animal Welfare,Debit Card
T11717,D0233,247.51,2024-04-19,Health,Net Banking
T11446,D0034,245.94,2023-07-01,Environment,Net Banking
T10886,D0035,221.54,2023-12-25,Disaster Relief,UPI
T11907,D0255,101.75,2023-04-03,Health,UPI
T10971,D0242,562.38,2023-05-12,Disaster Relief,Credit Card
T10215,D0241,64.16,2024-06-15,Environment,Debit Card
T10355,D0203,215.68,2023-11-14,Disaster Relief,Credit Card
T10453,D0252,483.65,2023-07-24,Education,Credit Card
T10891,D0084,397.17,2024-04-07,Education,UPI
T11556,D0059,198.83,2024-08-29,Animal Welfare,Net Banking
T10201,D0283,27.58,2023-03-18,Health,
T11965,D0136,187.23,2024-06-13,Disaster Relief,Net Banking
T10202,D0210,45.26,2024-04-06,Animal Welfare,Net Banking
T10447,D0191,289.98,2024-03-30,Education,Credit Card
T10056,D0056,28.53,2023-09-12,Health,Credit Card
T11766,D0100,277.39,2024-05-17,Disaster Relief,UPI
T10807,D0139,529.58,2023-03-21,Animal Welfare,Debit Card
T11360,D0235,496.91,2024-12-20,Environment,UPI
T11989,D0123,271.5,2024-02-13,Education,UPI
T10476,D0024,25.33,2024-10-18,Animal Welfare,Debit Card
T11887,D0281,66.65,2023-07-04,Education,Credit Card
T10011,D0194,710.71,2023-03-22,Animal Welfare,Debit Card
T10461,D0240,219.51,2024-07-18,Health,UPI
T10702,D0119,92.08,2024-02-19,Health,Credit Card
T10994,D0223,99.56,2024-12-04,Health,Debit Card
T11777,D0291,125.11,2023-05-21,Health,Credit Card
T10750,D0281,34.86,2024-08-14,Health,Net Banking
T11175,D0044,165.3,2023-08-10,Environment,Net Banking
T10376,D0187,382.71,2024-01-17,Disaster Relief,Net Banking
T10410,D0003,86.93,2023-03-23,Education,Debit Card
T10588,D0052,37.4,2024-08-31,Education,Net Banking
T10729,D0226,45.74,2024-07-13,Health,Net Banking
T11578,D0250,196.84,2024-11-04,Environment,Credit Card
T11114,D0200,189.76,2024-11-20,Education,UPI
T11449,D0161,239.93,2024-02-08,Animal Welfare,UPI
T10557,D0134,15.84,2024-10-31,Disaster Relief,Credit Card
T11225,D0194,213.51,2024-07-30,Environment,Credit Card
T11876,D0255,188.49,2024-05-29,Disaster Relief,Credit Card
T11672,D0193,415.08,2023-06-11,Education,Net Banking
T11089,D0239,62.71,2024-12-27,Health,
T10352,D0088,224.99,2024-09-24,Environment,Debit Card
T10274,D0277,153.22,2024-01-10,Animal Welfare,Debit Card
T10386,D0186,76.27,2023-11-13,Health,Credit Card
T10519,D0078,42.6,2024-02-27,Health,Net Banking
T10412,D0057,611.59,2023-10-23,Health,Debit Card
T10631,D0275,461.15,2023-10-21,Education,Net Banking
T11167,D0213,151.64,2023-12-05,Education,Net Banking
T11509,D0034,299.53,2023-06-02,Disaster Relief,UPI
T10148,D0237,20.57,2023-07-06,,Debit Card
T11908,D0161,89.18,2023-12-04,Animal Welfare,Net Banking
T11425,D0045,681.16,2024-01-27,Animal Welfare,Credit Card
T11079,D0288,608.99,2024-02-03,Health,Debit Card
T10269,D0113,79.51,2024-10-13,Health,Debit Card
T11742,D0211,303.33,2024-08-15,Disaster Relief,Debit Card
T10467,D0067,415.9,2024-03-19,Animal Welfare,UPI
T10665,D0293,43.18,2024-06-17,Health,Net Banking
T10600,D0116,47.01,2023-11-04,Health,Net Banking
T11444,D0017,415.21,2024-02-23,Education,Debit Card
T10716,D0071,365.12,2024-08-11,Environment,Net Banking
T11714,D0123,21.98,2024-10-25,Education,UPI
T11936,D0293,72.89,2023-08-18,Education,UPI
T10513,D0136,412.08,2024-11-02,Animal Welfare,Credit Card
T11330,D0275,172.1,2023-04-20,Health,Net Banking
T11904,D0033,283.87,2024-02-21,Disaster Relief,UPI
T11580,D0218,62.78,2024-09-30,Health,Net Banking
T10820,D0215,334.76,2024-05-18,Education,Credit Card
T10921,D0035,143.66,2023-03-31,Environment,Net Banking
T10996,D0207,508.54,2023-01-20,Health,Credit Card
T10931,D0020,370.28,2024-02-10,Disaster Relief,Credit Card
T11378,D0154,99.02,2023-02-08,Animal Welfare,Net Banking
T10400,D0284,31.77,2023-04-16,Animal Welfare,UPI
T10474,D0088,160.03,2024-11-05,Animal Welfare,Debit Card
T10798,D0296,248.57,2024-10-04,Education,Net Banking
T11902,D0022,296.25,2024-05-12,Education,UPI
T11842,D0205,125.75,2023-12-31,Environment,Net Banking
T11537,D0201,238.59,2023-07-03,Animal Welfare,
T10339,D0140,30.59,2023-08-09,Animal Welfare,UPI
T10868,D0120,405.79,2024-09-08,Health,UPI
T10448,D0272,104.4,2024-01-11,Environment,Debit Card
T10480,D0153,208.53,2024-04-09,Education,UPI
T10138,D0213,100.39,2024-02-22,Disaster Relief,Net Banking
T10091,D0190,259.83,2024-08-19,Animal Welfare,Credit Card
T11033,D0174,35.7,2024-06-15,Animal Welfare,UPI
T10529,D0294,410.09,2024-11-23,Animal Welfare,Net Banking
T10626,D0035,134.18,2024-12-25,Health,UPI
T10192,D0059,471.35,2023-03-08,Environment,Net Banking
T11721,D0042,35.88,2024-09-27,Disaster Relief,UPI
T11176,D0247,312.69,2023-06-24,Health,Net Banking
T11783,D0148,212.78,2024-03-03,Health,Net Banking
T11622,D0129,175.24,2023-07-17,Education,UPI
T10164,D0007,28.93,2024-03-06,Environment,UPI
T11757,D0003,143.83,2024-07-13,Animal Welfare,Debit Card
T10358,D0180,573.45,2024-10-22,Health,Credit Card
T10874,D0173,15.14,2023-11-06,Disaster Relief,Credit Card
T10325,D0080,277.8,2024-11-03,Environment,Credit Card
T10614,D0239,423.63,2023-04-11,Environment,Debit Card
T10572,D0234,111.02,2024-07-31,Education,Net Banking
T10983,D0030,25.62,2023-01-05,Environment,Debit Card
T10714,D0157,95.81,2023-04-30,Health,Debit Card
T11320,D0082,66.77,2024-10-06,Education,UPI
T10961,D0033,194.84,2023-12-11,Disaster Relief,Debit Card
T11363,D0181,209.7,2023-11-19,Animal Welfare,Debit Card
T11100,D0021,21.92,2024-11-29,Disaster Relief,Net Banking
T11374,D0299,66.8,2023-09-13,Health,Debit Card
T10939,D0264,181.85,2023-06-12,Education,Debit Card
T10804,D0187,120.37,2024-01-28,Health,Credit Card
T10015,D0143,50.52,2024-04-09,Disaster Relief,Credit Card
T11020,D0071,249.08,2024-11-10,Health,Debit Card
T10705,D0003,930.24,2024-12-22,Health,Credit Card
T10028,D0082,189.5,2024-11-27,Environment,UPI
T10195,D0128,95.91,2023-05-02,Animal Welfare,Net Banking
T11940,D0134,22.07,2023-06-02,Education,Debit Card
T11859,D0292,270.75,2024-11-22,Environment,
T10526,D0116,117.17,2023-11-01,Disaster Relief,Credit Card
T10908,D0196,70.07,2024-01-14,Health,Net Banking
T11151,D0229,372.82,2023-06-13,Health,Credit Card
T10988,D0192,66.58,2023-01-15,Disaster Relief,Credit Card
T11434,D0164,40.08,2024-02-28,Environment,Debit Card
T11612,D0007,162.27,2023-10-23,Environment,Net Banking
T10343,D0004,123.78,2023-07-29,Disaster Relief,Credit Card
T11873,D0163,377.4,2024-01-22,Animal Welfare,Net Banking
T10594,D0212,464.19,2023-11-04,Disaster Relief,UPI
T10652,D0252,186.78,2023-08-22,Disaster Relief,Net Banking
T10440,D0181,27.73,2024-09-21,Environment,Debit Card
T11243,D0028,382.59,2024-06-22,Environment,Net Banking
T10446,D0079,863.75,2024-11-26,Environment,Debit Card
T10034,D0257,684.13,2023-07-02,Animal Welfare,UPI
T11739,D0243,116.93,2023-12-22,Environment,Net Banking
T11352,D0240,125.47,2024-10-16,Education,Debit Card
T10010,D0023,14.16,2024-04-15,Animal Welfare,UPI
T11787,D0133,200.35,2024-10-05,Environment,UPI
T11581,D0261,109.16,2024-03-10,Animal Welfare,Net Banking
T11730,D0177,83.13,2024-04-08,Environment,UPI
T10326,D0056,171.65,2023-12-25,Animal Welfare,Debit Card
T10093,D0187,174.78,2023-02-10,Disaster Relief,Credit Card
T11848,D0196,445.94,2024-09-11,Disaster Relief,Credit Card
T11232,D0284,57.93,2023-07-02,Environment,Debit Card
T11771,D0228,317.44,2024-03-01,,Debit Card
T11691,D0215,149.66,2023-07-23,Disaster Relief,Credit Card
T10536,D0125,388.95,2023-02-21,Animal Welfare,Credit Card
T10310,D0042,125.6,2023-11-26,Animal Welfare,Credit Card
T10535,D0056,589.23,2024-09-22,Animal Welfare,Credit Card
T10292,D0186,355.87,2023-04-12,,Debit Card
T10788,D0262,133.98,2023-07-28,Health,Debit Card
T10048,D0004,168.24,2023-03-14,Education,Credit Card
T11152,D0248,249.12,2024-01-03,Education,Credit Card
T10822,D0267,91.14,2024-02-27,Disaster Relief,Net Banking
T10877,D0115,225.13,2024-11-12,Animal Welfare,Credit Card
T11548,D0261,18.88,2023-04-16,Environment,UPI
T11161,D0115,37.59,2024-06-12,Environment,Debit Card
T11502,D0203,15.2,2024-08-05,Animal Welfare,UPI
T11640,D0295,165.29,2023-01-04,Animal Welfare,
T11318,D0236,27.03,2023-04-07,Animal Welfare,Credit Card
T10682,D0256,47.48,2023-05-23,Disaster Relief,Credit Card
T10943,D0185,364.09,2024-12-22,Health,Debit Card
T10691,D0229,120.83,2024-01-19,Environment,Net Banking
T10913,D0284,115.33,2023-03-04,Environment,Net Banking
T11791,D0183,277.45,2023-06-17,Education,Debit Card
T11223,D0175,585.11,2023-04-30,Animal Welfare,Debit Card
T10783,D0008,94.84,2023-09-26,Health,UPI
T10261,D0148,932.11,2024-11-24,Animal Welfare,Credit Card
T10302,D0009,165.58,2023-06-28,Disaster Relief,UPI
T10082,D0284,90.36,2023-11-03,Education,Credit Card
T11343,D0098,269.78,2024-06-20,Environment,Credit Card
T10498,D0027,742.99,2024-08-06,Animal Welfare,Credit Card
T10180,D0218,93.43,2024-07-17,Disaster Relief,Debit Card
T10593,D0122,94.83,2023-11-06,Health,Credit Card
T10322,D0063,225.88,2024-02-25,Disaster Relief,Net Banking
